park_name,state,region,trail_name,distance_miles,elevation_gain_ft,difficulty,latitude,longitude
Kings Canyon National Park,California,West,Park Ridge Trail Panoramic Point to Park Ridge Fire Lookout,4.9,1049,Moderate,36.7538,-118.94648
Kings Canyon National Park,California,West,Rae Lake via Bubbs Creek,35.6,8540,Expert,36.79494,-118.58292
Kings Canyon National Park,California,West,Rae Lakes Trail,41.4,7844,Hard,36.79468,-118.58289
Kings Canyon National Park,California,West,Redwood Canyon Sugar Bowl Trail,10.9,2185,Moderate,36.70761,-118.92096
Kings Canyon National Park,California,West,Redwood Canyon to Redwood Creek,10.5,2060,Moderate,36.70907,-118.92144
Kings Canyon National Park,California,West,Redwood Creek Trail,4.1,839,Moderate,36.70906,-118.92146
Kings Canyon National Park,California,West,Road's End to the Bailey Bridge,4.4,209,Easy,36.79439,-118.58391
Kings Canyon National Park,California,West,Roads End to Onion Valley Trail,19.7,6925,Hard,36.7947,-118.5829
Kings Canyon National Park,California,West,Roaring River Falls Trail,0.3,26,Easy,36.78377,-118.62213
Kings Canyon National Park,California,West,Rowell Trailhead to Comanche Meadows,12.5,3166,Hard,36.72279,-118.7653
Kings Canyon National Park,California,West,Sequoia Lake Trail,6.0,1302,Easy,36.74012,-118.96288
Kings Canyon National Park,California,West,Seville Lake Trail,12.9,2276,Moderate,36.72313,-118.76552
Kings Canyon National Park,California,West,Sugar Bowl - Redwood Creek Loop,6.5,1522,Moderate,36.70906,-118.92146
Kings Canyon National Park,California,West,Vidette Meadow Trail,21.4,5869,Hard,36.77253,-118.34124
Kings Canyon National Park,California,West,Viola Falls Trail,2.7,534,Moderate,36.73995,-118.96254
Kings Canyon National Park,California,West,Zumwalt Meadow And Roaring River Falls,4.0,291,Easy,36.78362,-118.62215
Kings Canyon National Park,California,West,Zumwalt Meadow Loop Trail,1.5,134,Easy,36.79375,-118.59833
Kings Canyon National Park,California,West,Zumwalt Meadow Trail to Kanawyers Trail Loop,6.9,462,Easy,36.79374,-118.59844
Lassen Volcanic National Park,California,West,Bathtub Lake Trail,0.9,104,Easy,40.5652,-121.30133
Lassen Volcanic National Park,California,West,Boiling Springs Lake Loop Trail,2.3,249,Easy,40.44391,-121.40467
Lassen Volcanic National Park,California,West,Boiling Springs Lake via Kings Creek and Pacific Crest Trail,13.9,2437,Hard,40.49455,-121.42319
Lassen Volcanic National Park,California,West,Brokeoff Mountain Trail,7.6,2582,Hard,40.43107,-121.53624
Lassen Volcanic National Park,California,West,Bumpass Hell Trail  [CLOSED],2.7,439,Easy,40.46601,-121.51412
Lassen Volcanic National Park,California,West,Bumpass Hell from Kohm Yah-mah-nee visitor center,11.5,2706,Moderate,40.43769,-121.53295
Lassen Volcanic National Park,California,West,Butte Lake to Snag Lake loop,14.7,2034,Moderate,40.56501,-121.30178
Lassen Volcanic National Park,California,West,"Butte Lake, Cluster Lakes and Cinder Cone Loop",20.3,2746,Hard,40.56481,-121.30189
Lassen Volcanic National Park,California,West,"Butte Lake, Snag Lake, Twin Lake, Silver Lake Loop",26.6,3454,Hard,40.56631,-121.29701
Lassen Volcanic National Park,California,West,Butte Lake-Snag Lake-Cinder Cone Loop,12.4,2073,Hard,40.56518,-121.30164
Lassen Volcanic National Park,California,West,Chaos Crags Trail,4.0,990,Moderate,40.53591,-121.5594
Lassen Volcanic National Park,California,West,Cinder Cone Nature Trail,4.8,1043,Hard,40.56491,-121.30184
Lassen Volcanic National Park,California,West,Cluster Lakes Loop Trail,10.4,1482,Moderate,40.49452,-121.42323
Lassen Volcanic National Park,California,West,Cold Boiling Lake Trail,1.4,98,Moderate,40.45994,-121.47426
Lassen Volcanic National Park,California,West,Cold Boiling Lake Trail to Bumpass Hell Trail,5.4,1003,Moderate,40.45992,-121.47442
Lassen Volcanic National Park,California,West,Corral Meadow Loop Trail,9.8,1843,Moderate,40.48827,-121.42236
Lassen Volcanic National Park,California,West,Crumbaugh Lake via Cold Boiling Lake Trail,2.6,298,Moderate,40.45996,-121.4744
Lassen Volcanic National Park,California,West,Crystal Lake Trail,1.0,377,Moderate,40.45434,-121.29614
Lassen Volcanic National Park,California,West,Devastated Area Interpretive Trail,0.3,13,Easy,40.51565,-121.46505
Lassen Volcanic National Park,California,West,Devil's Kitchen Trail,4.6,616,Moderate,40.44312,-121.39747
Lassen Volcanic National Park,California,West,Diamond Peak Trail,1.3,741,Moderate,40.44493,-121.52686
Lassen Volcanic National Park,California,West,Drake Lake Trail,4.4,918,Moderate,40.44314,-121.39745
Lassen Volcanic National Park,California,West,Dream Lake Trail,1.4,118,Easy,40.44319,-121.39741
Lassen Volcanic National Park,California,West,Echo Lake Trail,4.7,810,Moderate,40.49808,-121.42736
Lassen Volcanic National Park,California,West,Forest Lake Trail,3.0,813,Moderate,40.43104,-121.5363
Lassen Volcanic National Park,California,West,Horseshoe Lake Trail,4.3,649,Easy,40.46688,-121.30954
Lassen Volcanic National Park,California,West,Inspiration Point Trail,1.3,416,Moderate,40.46657,-121.30786
Lassen Volcanic National Park,California,West,Jakey Lake Trail,5.9,1135,Easy,40.46698,-121.30947
Lassen Volcanic National Park,California,West,Juniper Lake to Butte Lake Loop,22.0,2988,Hard,40.46665,-121.30926
Lassen Volcanic National Park,California,West,King Creek Falls and Bench Lake Loop,4.3,744,Moderate,40.46061,-121.4594
Lassen Volcanic National Park,California,West,"King Creek Falls, Bench and Seaford Lakes",5.1,777,Moderate,40.46061,-121.4594
Lassen Volcanic National Park,California,West,King's Creek Falls to Devil's Kitchen,13.6,2388,Hard,40.4606,-121.45942
Lassen Volcanic National Park,California,West,Kings Creek Falls Trail,2.7,472,Moderate,40.46067,-121.4593
Lassen Volcanic National Park,California,West,"Kings Creek Falls, Bench Lake, and Sifford Lake Loop Trail",6.3,984,Moderate,40.46058,-121.45938
Lassen Volcanic National Park,California,West,Lassen Peak,5.1,1968,Hard,40.47458,-121.5057
Lassen Volcanic National Park,California,West,Lassen Volcanic National Park Scenic Drive,62.7,5889,Easy,40.31167,-121.22726
Lassen Volcanic National Park,California,West,Lily Pond Nature Trail,0.7,26,Easy,40.53652,-121.56198
Lassen Volcanic National Park,California,West,Lower Twin and Snag Lakes Loop Trail,14.5,1719,Moderate,40.56379,-121.3023
Lassen Volcanic National Park,California,West,Manzanita Creek Trail,6.7,1220,Moderate,40.52691,-121.56122
Lassen Volcanic National Park,California,West,Manzanita Lake Loop,1.9,45,Easy,40.53626,-121.56251
Lassen Volcanic National Park,California,West,Mill Creek Falls Trail,3.8,780,Moderate,40.43732,-121.53306
Lassen Volcanic National Park,California,West,Mount Harkness Loop Trail,5.7,1335,Moderate,40.45104,-121.29546
Lassen Volcanic National Park,California,West,Paradise Meadow Trail,2.7,616,Moderate,40.50963,-121.46519
Lassen Volcanic National Park,California,West,Prospect Peak Trail,6.9,2263,Hard,40.56515,-121.30146
Lassen Volcanic National Park,California,West,Rainbow Lake Trail,10.2,1358,Moderate,40.49451,-121.42319
Lassen Volcanic National Park,California,West,Raker Peak Loop,3.6,1138,Moderate,40.51578,-121.4651
Lassen Volcanic National Park,California,West,Reflection Lake Trail,0.6,9,Easy,40.538,-121.56756
Lassen Volcanic National Park,California,West,Ridge Lakes Trail,2.0,987,Moderate,40.44875,-121.5358
Lassen Volcanic National Park,California,West,Shadow Lake Trail,1.8,475,Easy,40.47637,-121.47912
Lassen Volcanic National Park,California,West,Sifford Lakes Trail,5.7,715,Easy,40.46056,-121.45942
Lassen Volcanic National Park,California,West,Sulphur Works,0.6,252,Easy,40.44862,-121.5357
Lassen Volcanic National Park,California,West,Summit Lake to Kings Creek Trail,5.1,639,Easy,40.49803,-121.42714
Lassen Volcanic National Park,California,West,"Summit Lake, Horshoe Lake, Snag Lake, Cinder Cone, Twin Lakes, and Echo Lake loop",26.4,3408,Hard,40.49811,-121.42703
Lassen Volcanic National Park,California,West,"Summit, Horshoe, Snag, Cinder Cone, Rainbow, Twin, and Echo Lakes Loop",25.9,3385,Moderate,40.49788,-121.42716
Lassen Volcanic National Park,California,West,Terminal Geyser & Boiling Springs Lake,5.7,1105,Moderate,40.44308,-121.39718
Lassen Volcanic National Park,California,West,"Terrace, Shadow, and Cliff Lakes",3.3,725,Easy,40.47636,-121.47908
Lassen Volcanic National Park,California,West,"Twin Lakes, Horseshoe Lake, and Summit Lake",15.9,1870,Moderate,40.49452,-121.42316
Lassen Volcanic National Park,California,West,Twin Meadows Trail,4.7,744,Moderate,40.46002,-121.47469
Lassen Volcanic National Park,California,West,Upper and Lower Twin Lake Trail,9.3,1299,Easy,40.49453,-121.42289
Mammoth Cave National Park,Kentucky,South,Big Hollow North and South Loops Trail,11.1,587,Moderate,37.2057,-86.13904
Mammoth Cave National Park,Kentucky,South,Blair Spring Trail,5.8,669,Moderate,37.24522,-86.19145
Mammoth Cave National Park,Kentucky,South,Buffalo Creek and Saw Hollow Loop,11.9,984,Moderate,37.20563,-86.13903
Mammoth Cave National Park,Kentucky,South,Buffalo Trail,5.5,206,Easy,37.20566,-86.13908
Mammoth Cave National Park,Kentucky,South,Cedar Sink Trail,1.8,232,Easy,37.15571,-86.16037
Mammoth Cave National Park,Kentucky,South,Collie Ridge Loop,10.0,938,Easy,37.24757,-86.19074
Mammoth Cave National Park,Kentucky,South,Dixon Cave Trail Loop,1.5,275,Easy,37.18657,-86.10066
Mammoth Cave National Park,Kentucky,South,Echo River Spring Trail,2.2,160,Easy,37.17972,-86.11153
Mammoth Cave National Park,Kentucky,South,Echo River Spring and Sinkhole Loop,3.1,403,Easy,37.18708,-86.10115
Mammoth Cave National Park,Kentucky,South,Echo River and River Styx Springs Trail,3.4,426,Easy,37.17961,-86.11159
Mammoth Cave National Park,Kentucky,South,First Creek Lake Trail,3.6,521,Moderate,37.21868,-86.22205
Mammoth Cave National Park,Kentucky,South,Good Spring West Trail [CLOSED],3.2,377,Moderate,37.20887,-86.14675
Mammoth Cave National Park,Kentucky,South,Green River Bluffs Trail,4.5,557,Moderate,37.18836,-86.101
Mammoth Cave National Park,Kentucky,South,Heritage Trail Loop,0.8,42,Easy,37.1857,-86.10101
Mammoth Cave National Park,Kentucky,South,Mammoth Cave National Park Scenic Drive,10.9,570,Easy,37.13587,-85.97919
Mammoth Cave National Park,Kentucky,South,Mammoth Cave Park Long Loop Trail,16.1,1889,Moderate,37.24578,-86.19162
Mammoth Cave National Park,Kentucky,South,Mammoth Cave Railroad Trail,16.0,862,Moderate,37.10426,-86.05828
Mammoth Cave National Park,Kentucky,South,"Maple Springs, Raymer Hollow Trail, and Mill Branch Trail Loop",13.3,1066,Moderate,37.20574,-86.13906
Mammoth Cave National Park,Kentucky,South,McCoy Hollow Trail,12.3,1427,Hard,37.21868,-86.22196
Mammoth Cave National Park,Kentucky,South,Raymer Hollow Trail,7.0,702,Moderate,37.25578,-86.15843
Mammoth Cave National Park,Kentucky,South,Sal Hollow and Buffalo Creek Loop Trail,5.4,331,Easy,37.2057,-86.13892
Mammoth Cave National Park,Kentucky,South,Sand Cave Trail,0.2,22,Easy,37.15271,-86.04777
Mammoth Cave National Park,Kentucky,South,Sinkhole Trail,2.4,357,Easy,37.18574,-86.1011
Mammoth Cave National Park,Kentucky,South,Sloan's Crossing Pond Trail,0.4,6,Easy,37.1511,-86.09842
Mammoth Cave National Park,Kentucky,South,Turnhole Bend Nature Trail,0.5,98,Easy,37.16245,-86.15842
Mammoth Cave National Park,Kentucky,South,Turnhole Bend via Buffalo Trail,6.0,387,Easy,37.20567,-86.13913
Mammoth Cave National Park,Kentucky,South,Wet Prong Trail,7.3,1118,Moderate,37.24427,-86.19118
Mammoth Cave National Park,Kentucky,South,White Oak Trail,5.1,515,Moderate,37.24397,-86.06576
Mesa Verde National Park,Colorado,Central,Badger House Community Trail,2.3,137,Easy,37.19574,-108.53807
Mesa Verde National Park,Colorado,Central,Balcony House Loop Trail,0.4,91,Easy,37.1624,-108.46512
Mesa Verde National Park,Colorado,Central,Cliff Palace Loop Trail,0.4,85,Easy,37.16609,-108.47224
Mesa Verde National Park,Colorado,Central,Far View Sites Complex,0.8,82,Easy,37.23786,-108.50393
Mesa Verde National Park,Colorado,Central,Farming Terraces Trail,0.4,75,Easy,37.19833,-108.48369
Mesa Verde National Park,Colorado,Central,Knife Edge Trail,2.0,154,Easy,37.30423,-108.4253
Mesa Verde National Park,Colorado,Central,Long House Trail,2.1,285,Moderate,37.19588,-108.53785
Mesa Verde National Park,Colorado,Central,Mesa Top Loop Road,4.6,337,Easy,37.18449,-108.48454
Mesa Verde National Park,Colorado,Central,Mesa Verde National Park Scenic Drive,15.0,2618,Easy,37.34014,-108.41197
Mesa Verde National Park,Colorado,Central,Mesa Verde Point Lookout Trail,2.1,531,Moderate,37.30649,-108.42017
Mesa Verde National Park,Colorado,Central,Park Point Overlook Trail,0.4,45,Easy,37.2797,-108.4621
Mesa Verde National Park,Colorado,Central,Petroglyph Point Trail,2.6,433,Moderate,37.18421,-108.48892
Mesa Verde National Park,Colorado,Central,Prater Ridge Trail,7.3,1023,Moderate,37.29679,-108.41841
Mesa Verde National Park,Colorado,Central,Soda Canyon Overlook Trail,1.2,59,Easy,37.16756,-108.46994
Mesa Verde National Park,Colorado,Central,Spruce Canyon Trail,3.1,675,Moderate,37.18653,-108.48823
Mesa Verde National Park,Colorado,Central,Spruce Tree House Trail [CLOSED],0.5,157,Easy,37.1843,-108.48833
Mesa Verde National Park,Colorado,Central,Step House Trail,0.8,154,Moderate,37.19601,-108.53723
Mount Rainier National Park,Washington,Northwest,Alta Vista Trail,1.8,616,Moderate,46.78386,-121.74238
Mount Rainier National Park,Washington,Northwest,Bench Lake,1.3,278,Easy,46.76775,-121.70792
Mount Rainier National Park,Washington,Northwest,Bench and Snow Lakes Trail,2.7,498,Moderate,46.76777,-121.70782
Mount Rainier National Park,Washington,Northwest,Berkeley Park Trail,7.0,1683,Moderate,46.91444,-121.64262
Mount Rainier National Park,Washington,Northwest,Box Canyon Trail,0.3,19,Easy,46.76576,-121.63502
Mount Rainier National Park,Washington,Northwest,Burroughs Mountain Loop Trail,9.4,2562,Moderate,46.9142,-121.64181
Mount Rainier National Park,Washington,Northwest,Burroughs Mountain Loop Via Glacier Basin,10.3,3261,Hard,46.90221,-121.6428
Mount Rainier National Park,Washington,Northwest,Burroughs Mountain Trail,8.9,2496,Moderate,46.91447,-121.64127
Mount Rainier National Park,Washington,Northwest,Camp Muir Route Via Skyline Trail,8.4,4606,Expert,46.78616,-121.73599
Mount Rainier National Park,Washington,Northwest,Carbon Glacier Trail,18.9,2112,Moderate,46.99482,-121.91792
Mount Rainier National Park,Washington,Northwest,"Carbon Glacier, Mowich Lake and Itsup Creek Loop Trail",27.7,5964,Hard,46.99496,-121.9155
Mount Rainier National Park,Washington,Northwest,Carbon River Rain Forest Nature Trail,0.3,65,Easy,46.99498,-121.91548
Mount Rainier National Park,Washington,Northwest,Carter Falls,2.7,554,Easy,46.76687,-121.7908
Mount Rainier National Park,Washington,Northwest,Castle Traverse,5.4,2427,Hard,46.76776,-121.70817
Mount Rainier National Park,Washington,Northwest,Chenuis Falls Trail,7.6,419,Moderate,46.99496,-121.91649
Mount Rainier National Park,Washington,Northwest,Comet and Christine Falls,4.3,2004,Moderate,46.77868,-121.7839
Mount Rainier National Park,Washington,Northwest,Cowlitz Divide Trail,10.4,3067,Hard,46.7371,-121.56679
Mount Rainier National Park,Washington,Northwest,Crystal Lake via Sourdough gap and Sheep Lake,7.8,1761,Moderate,46.8754,-121.5184
Mount Rainier National Park,Washington,Northwest,Crystal Lakes Trail to Sourdough Gap,7.4,2913,Moderate,46.92257,-121.5335
Mount Rainier National Park,Washington,Northwest,Crystal Peak Trail,6.9,2995,Moderate,46.92273,-121.53331
Mount Rainier National Park,Washington,Northwest,Dalles Falls Trail,2.6,1040,Moderate,47.04921,-121.5702
Mount Rainier National Park,Washington,Northwest,Dead Horse Creek Trail,2.2,725,Easy,46.78497,-121.7416
Mount Rainier National Park,Washington,Northwest,Deadhouse Creek Trail to Golden Gate Trail Loop,4.8,1617,Moderate,46.78643,-121.73585
Mount Rainier National Park,Washington,Northwest,Deer Creek Falls to Owyhigh Lakes Trail,9.3,2860,Hard,46.83372,-121.53505
Mount Rainier National Park,Washington,Northwest,Dege Peak Trail,3.1,820,Moderate,46.91734,-121.58929
Mount Rainier National Park,Washington,Northwest,Dege Peak Trail,4.1,780,Moderate,46.91445,-121.64236
Mount Rainier National Park,Washington,Northwest,Dege Peak and Frozen Lake via Sourdough Ridge Trail,8.5,1725,Moderate,46.91737,-121.58869
Mount Rainier National Park,Washington,Northwest,Dewey Lake Trail,6.0,1282,Moderate,46.87407,-121.51615
Mount Rainier National Park,Washington,Northwest,Eagle Peak Trail,7.2,3054,Hard,46.74759,-121.80875
Mount Rainier National Park,Washington,Northwest,Emerald Ridge Trail,14.4,3471,Hard,46.77909,-121.88458
Mount Rainier National Park,Washington,Northwest,Emmons Glacier Summit via Glacier Basin Trail,16.0,10209,Expert,46.90206,-121.64227
Mount Rainier National Park,Washington,Northwest,Emmons Moraine Trail,4.2,902,Moderate,46.90199,-121.64489
Mount Rainier National Park,Washington,Northwest,Faraway Rock via Reflection Lakes,1.3,351,Easy,46.76895,-121.72436
Mount Rainier National Park,Washington,Northwest,Fay Peak Trail,2.5,1276,Hard,46.93274,-121.86306
Mount Rainier National Park,Washington,Northwest,Florence Peak Trail,7.1,3697,Hard,46.99496,-121.9155
Mount Rainier National Park,Washington,Northwest,Forest Lake Via Huckleberry Creek and Sourdough Ridge Trails,5.3,1729,Moderate,46.91463,-121.64169
Mount Rainier National Park,Washington,Northwest,Fourth Crossing Trail,0.6,229,Moderate,46.7897,-121.72653
Mount Rainier National Park,Washington,Northwest,Frozen Lake,2.9,557,Moderate,46.91471,-121.64139
Mount Rainier National Park,Washington,Northwest,Glacier Basin Trail,7.8,2194,Moderate,46.90199,-121.64489
Mount Rainier National Park,Washington,Northwest,Glacier Basin to Burroughs Mountain to Wonderland Trail Loop,9.7,3159,Hard,46.90207,-121.6425
Mount Rainier National Park,Washington,Northwest,Glacier Vista Loop via Skyline Trail,2.6,918,Easy,46.78651,-121.73651
Mount Rainier National Park,Washington,Northwest,"Glacier Vista via Avalanche Lily, DeadHorse Creek and Skyline Trail",2.9,912,Moderate,46.7865,-121.73648
Mount Rainier National Park,Washington,Northwest,Goat Island Mountain Trail,8.7,3868,Expert,46.88791,-121.61007
Mount Rainier National Park,Washington,Northwest,Golden Gate Trail,3.8,1099,Moderate,46.7865,-121.7363
Mount Rainier National Park,Washington,Northwest,Golden Lakes Trail,15.4,5078,Expert,46.93296,-121.86289
Mount Rainier National Park,Washington,Northwest,Grand Park Trail past Lake Eleanor,8.1,1430,Moderate,46.99633,-121.6417
Mount Rainier National Park,Washington,Northwest,Green Lake Trail,9.7,1502,Moderate,46.9951,-121.91522
Mount Rainier National Park,Washington,Northwest,Grove of the Patriarchs Nature Trail,1.2,45,Easy,46.7573,-121.55769
Mount Rainier National Park,Washington,Northwest,Hidden Lake Spur Via Palisades Lake Trail,6.2,1627,Moderate,46.9177,-121.58769
Mount Rainier National Park,Washington,Northwest,High Lakes Loop Trail,3.2,557,Moderate,46.76848,-121.7313
Mount Rainier National Park,Washington,Northwest,Indian Bar Trail,14.4,4773,Hard,46.76539,-121.63566
Mount Rainier National Park,Washington,Northwest,Indian Henrys Hunting Ground Trail to Mirror Lakes,11.8,3969,Hard,46.7364,-121.85586
Mount Rainier National Park,Washington,Northwest,Ipsut Creek Campground via Carbon River Trail,9.7,639,Easy,46.99489,-121.91588
Mount Rainier National Park,Washington,Northwest,Kautz Creek Trail to Mirror Lakes,11.8,3969,Hard,46.73639,-121.85583
Mount Rainier National Park,Washington,Northwest,Kautz to Longmire via Indian Henry's Hunting Ground,12.1,3868,Hard,46.73598,-121.85581
Mount Rainier National Park,Washington,Northwest,Lake George Trail,8.7,1473,Easy,46.780030000000004,-121.88524
Mount Rainier National Park,Washington,Northwest,Lakeshore Trail and Wonderland Trail to Ipsut Pass,2.7,272,Moderate,46.93317,-121.86435
Mount Rainier National Park,Washington,Northwest,Longmire to Mowich Lake,34.8,11558,Hard,46.75012,-121.81246
Mount Rainier National Park,Washington,Northwest,Madcap Falls Trail,2.9,646,Easy,46.76646,-121.79048
Mount Rainier National Park,Washington,Northwest,Marcus Peak Trail,8.4,3074,Moderate,46.91761,-121.58777
Mount Rainier National Park,Washington,Northwest,Mazama Ridge Trail to Faraway Rock,5.2,1184,Moderate,46.78704,-121.73503
Mount Rainier National Park,Washington,Northwest,Mazama Ridge Trail via 4th Crossing Trail,3.6,1000,Moderate,46.7901,-121.72674
Mount Rainier National Park,Washington,Northwest,Mildred Point via Comet Falls,6.1,2657,Hard,46.77864,-121.78353
Mount Rainier National Park,Washington,Northwest,Mildred Point via Wonderland Trail,9.2,3248,Hard,46.75011,-121.81253
Mount Rainier National Park,Washington,Northwest,Moraine Trail,2.5,629,Moderate,46.78475,-121.74164
Mount Rainier National Park,Washington,Northwest,Mount Fremont Lookout Trail,5.6,1145,Moderate,46.91435,-121.6423
Mount Rainier National Park,Washington,Northwest,Mount Rainier Eastside Trail,7.2,603,Moderate,46.75817,-121.55743
Mount Rainier National Park,Washington,Northwest,Mount Rainier Northern Loop Trail,31.2,9314,Expert,46.91577,-121.64369
Mount Rainier National Park,Washington,Northwest,Mount Rainier Standard Summit Route,14.7,8986,Expert,46.78577,-121.73554
Mount Rainier National Park,Washington,Northwest,Mowich Lake to Mystic Lake Trail,22.8,8769,Hard,46.93344,-121.86518
Mount Rainier National Park,Washington,Northwest,Muir Snowfield Ski Tour,8.3,4635,Hard,46.78446,-121.74129
Mount Rainier National Park,Washington,Northwest,Myrtle Falls Viewpoint via Skyline Trail,0.9,150,Easy,46.7866,-121.73549
Mount Rainier National Park,Washington,Northwest,Mystic Lake via Carbon River and Wonderland Trails,25.2,4950,Hard,46.99498,-121.91548
Mount Rainier National Park,Washington,Northwest,Naches Peak Loop Trail,3.3,636,Easy,46.86978,-121.51945
Mount Rainier National Park,Washington,Northwest,Narada Falls,0.3,72,Easy,46.77516,-121.74664
Mount Rainier National Park,Washington,Northwest,Narada Falls Trail,2.4,862,Moderate,46.78554,-121.7334
Mount Rainier National Park,Washington,Northwest,Nisqually Vista Trail,0.9,164,Easy,46.78527,-121.74152
Mount Rainier National Park,Washington,Northwest,Norada Falls to Mazama Ridge Loop,7.4,2080,Moderate,46.78603,-121.73489000000001
Mount Rainier National Park,Washington,Northwest,Ohanapecosh Hot Springs Trail,1.0,52,Easy,46.73258,-121.56891
Mount Rainier National Park,Washington,Northwest,Old Mine Trail,2.8,252,Moderate,46.99497,-121.91549
Mount Rainier National Park,Washington,Northwest,Owyhigh Lakes Trail,7.5,1610,Moderate,46.89089,-121.59658
Mount Rainier National Park,Washington,Northwest,Palisades Lakes Trail,7.0,1633,Moderate,46.91765,-121.58781
Mount Rainier National Park,Washington,Northwest,Panorama Point from Paradise Inn,4.1,1263,Moderate,46.78662,-121.73409
Mount Rainier National Park,Washington,Northwest,Paradise Glacier Caves via Skyline Trail Spur,5.4,1269,Moderate,46.78642,-121.73576
Mount Rainier National Park,Washington,Northwest,Paradise Glacier Trail,3.5,1056,Moderate,46.78934,-121.72596
Mount Rainier National Park,Washington,Northwest,Paul Peak Trail,6.3,1368,Moderate,46.93472,-121.90727
Mount Rainier National Park,Washington,Northwest,Pinnacle Peak Saddle Trail,2.4,1056,Moderate,46.76825,-121.73115
Mount Rainier National Park,Washington,Northwest,Plummer Peak via Pinnacle Peak Trail,3.2,1443,Hard,46.76844,-121.73141
Mount Rainier National Park,Washington,Northwest,Rampart Ridge Loop Trail,4.8,1417,Moderate,46.74963,-121.81216
Mount Rainier National Park,Washington,Northwest,Reflection Lake to Narada Falls,3.6,931,Moderate,46.76851,-121.73146
Mount Rainier National Park,Washington,Northwest,Reflection Lake to Narada Falls via Wonderland Trail,3.0,751,Moderate,46.76854,-121.73162
Mount Rainier National Park,Washington,Northwest,Reflection Lakes via Mazada Ridge Loop,6.5,1706,Moderate,46.78574,-121.73531
Mount Rainier National Park,Washington,Northwest,Shadow Lakes Trail,2.6,269,Easy,46.91402,-121.64187
Mount Rainier National Park,Washington,Northwest,Shriner Peak Lookout Trail,7.5,3356,Hard,46.80192,-121.5551
Mount Rainier National Park,Washington,Northwest,Silver Falls Trail,4.0,705,Easy,46.73646,-121.56605
Mount Rainier National Park,Washington,Northwest,Silver Falls via Silver Falls Trail,0.5,134,Easy,46.75154,-121.55744
Mount Rainier National Park,Washington,Northwest,Silver Forest Trail,1.9,200,Easy,46.91431,-121.64181
Mount Rainier National Park,Washington,Northwest,Skyline Trail,5.3,1758,Moderate,46.78647,-121.73641
Mount Rainier National Park,Washington,Northwest,"Skyline, Glacier Vista, Upper Skyline and Golden Gate Loop",4.6,1633,Moderate,46.78619,-121.73611
Mount Rainier National Park,Washington,Northwest,"Skyline, Mazama Ridge, Wonderland and Lower Lakes Trail Loop",5.3,1220,Moderate,46.78629,-121.73403
Mount Rainier National Park,Washington,Northwest,Skyscraper Mountain via Wonderland Trail,7.9,1732,Hard,46.91434,-121.64278
Mount Rainier National Park,Washington,Northwest,Sourdough Gap (past Sheep Lake),6.7,1440,Moderate,46.8751,-121.51795
Mount Rainier National Park,Washington,Northwest,Sourdough Ridge Nature Trail,3.9,708,Easy,46.91467,-121.64085
Mount Rainier National Park,Washington,Northwest,Spray Park Trail to Mount Pleasant,6.9,2086,Moderate,46.93268,-121.8634
Mount Rainier National Park,Washington,Northwest,Stevens Creek Trail,1.2,429,Moderate,46.75997,-121.63921
Mount Rainier National Park,Washington,Northwest,Steven’s Canyon Waterfalls Trail,8.2,1768,Moderate,46.75992,-121.63936
Mount Rainier National Park,Washington,Northwest,Summerland Trail,8.2,2152,Moderate,46.88801,-121.61005
Mount Rainier National Park,Washington,Northwest,Sunrise Backcountry Camp Loop,2.7,275,Easy,46.91416,-121.64274
Mount Rainier National Park,Washington,Northwest,Sunrise Lake Trail,1.4,390,Easy,46.9176,-121.58773
Mount Rainier National Park,Washington,Northwest,Sunrise Nature Trail,1.5,370,Easy,46.91468,-121.64182
Mount Rainier National Park,Washington,Northwest,Sunrise Rim Trail,5.5,1115,Moderate,46.91491,-121.64159
Mount Rainier National Park,Washington,Northwest,Sunrise Rim Trail Loop and Mount Fremont Lookout,8.7,1952,Moderate,46.91444,-121.64202
Mount Rainier National Park,Washington,Northwest,Sunrise to Mystic Lake via Wonderland Trail,17.4,4780,Moderate,46.91574,-121.64378
Mount Rainier National Park,Washington,Northwest,Suntop Trail,1.0,452,Moderate,47.04128,-121.59603
Mount Rainier National Park,Washington,Northwest,Tahoma Creek Suspension Bridge,6.3,1450,Moderate,46.78001,-121.8853
Mount Rainier National Park,Washington,Northwest,Tahoma Creek Suspension Bridge to Emerald Ridge Loop,12.0,3231,Hard,46.77839,-121.88297
Mount Rainier National Park,Washington,Northwest,Tatoosh Ridge Trail,11.0,4081,Expert,46.71303,-121.71581
Mount Rainier National Park,Washington,Northwest,The Wonderland Trail,96.2,25341,Expert,46.76641,-121.79122
Mount Rainier National Park,Washington,Northwest,Tipsoo Lake Loop,0.8,39,Easy,46.86977,-121.51942
Mount Rainier National Park,Washington,Northwest,Tipsoo Lake to American Ridge,15.9,2680,Hard,46.87433,-121.51667
Mount Rainier National Park,Washington,Northwest,Tolmie Peak Trail,5.5,1522,Moderate,46.93736,-121.8677
Mount Rainier National Park,Washington,Northwest,Trail of the Shadows Trail,0.7,39,Easy,46.75004,-121.81321
Mount Rainier National Park,Washington,Northwest,Twin Firs Loop Trail,0.4,95,Easy,46.73364,-121.8382
Mount Rainier National Park,Washington,Northwest,Westside Road and South Puyallup Trail,12.3,2017,Hard,46.77861,-121.8837
